epoch,composite training loss,activity training loss (cross entropy),time till next event training loss (MAE),TTNE - standardized MAE validation,TTNE - minutes MAE validation,Activity suffix: 1-DL (validation),(complete) remaining runtime training loss (MAE),RRT - standardized MAE validation,RRT - mintues MAE validation,Outcome Prediction (MCO) training loss (CE),Multi-Class Outcome - CE validation,Multi-Class Outcome - Accuracy,Multi-Class Outcome - Macro-F1 score,Multi-Class Outcome - Weighted-F1 score,Multi-Class Outcome - Macro-Precision,Multi-Class Outcome - Weighted-Precision,Multi-Class Outcome - Macro-Recall,Multi-Class Outcome - Weighted-Recall,ltn_ax2_term,ltn_ax2_contrib,ltn_ax2_residual_mass,ltn_ax2_min_survival
0,3.2517879977381443,1.0527108478960554,0.33321891890386857,0.2776534315334355,1550.884118504128,0.6544500705743079,0.5866039458816573,0.5096274881237858,8705.254719119313,0.7726775676276557,0.6376729615977113,0.728331171071604,0.5746231681086117,0.6988031414933072,0.6829508667601353,0.7198536537760765,0.5848259856472687,0.728331171071604,0.5065767171203032,0.5065767171203032,0.2664552511504063,7.691233622608706e-05
1,2.2842733485282527,0.4028226325189221,0.26589621570424216,0.26889021782228933,1509.5540229885057,0.6974844504120629,0.5149574874068154,0.4977368081061802,8551.194689978955,0.6439993715453782,0.6343491986401165,0.728823483106029,0.5821747955048264,0.7012172340016202,0.6859668159422047,0.7269580769105838,0.5918544368960813,0.728823483106029,0.45659763983191826,0.45659763983191826,0.19185979366743353,4.7754351726325694e-06
2,2.164209671362617,0.3259385297041849,0.2517251437033951,0.26229361876403895,1472.3160110085803,0.7164138860642302,0.5033586199378827,0.4871689220723045,8316.16953213534,0.6322459392910879,0.6302700700431034,0.7310420712265914,0.6162309917489363,0.7133192086901254,0.681869771528392,0.733508872976075,0.616102037055486,0.7310420712265914,0.4509414372271335,0.4509414372271335,0.177361773608043,3.446162054387969e-06
3,2.105337435589034,0.2931708042570472,0.24257529454206575,0.2613323224638781,1463.9015703415898,0.7202984965964971,0.4970497677444354,0.48152170278540857,8271.922292374938,0.6243759195744638,0.6168913060800145,0.7322744396961591,0.624078016986354,0.7173447861160362,0.673065101170849,0.7298030646482425,0.6217978645621557,0.7322744396961591,0.44816565372534756,0.44816565372534756,0.1706616084460588,8.815886189950106e-07
4,2.051515894440504,0.2726128872638271,0.23483493801801514,0.2560597920429365,1447.5608224056987,0.7283382406508013,0.49037746809555227,0.4867910910370629,8304.351756516107,0.6114437219262476,0.620098986632619,0.7366649253082196,0.5697880507695184,0.7027107932882806,0.7106960111618542,0.7379035564494025,0.587616363331075,0.7366649253082196,0.44224687714195815,0.44224687714195815,0.16397650226862473,5.264141691441182e-07
5,2.010528616915793,0.258535804061671,0.22723097731111316,0.2612036713817387,1464.3425611138093,0.7315191238351445,0.4853382698927053,0.4752843485346345,8148.566100048568,0.6017764024216042,0.6065653670812591,0.7383564641125017,0.6470810783748783,0.7285959113435286,0.6808895894665737,0.7428112612248385,0.6444903042376061,0.7383564641125017,0.43764716369160533,0.43764716369160533,0.16013058861882906,1.8969464008478099e-06
6,1.9846179095598369,0.24877321034581704,0.21615648998179027,0.23271526764642272,1318.577691435972,0.7362495114816051,0.4823074173953759,0.4746435831448822,8136.502768334143,0.6004685743673314,0.6037011908465881,0.7402446635671308,0.6496765693966599,0.7312954276504897,0.6772884404972167,0.7372807053939141,0.644790015301667,0.7402446635671308,0.43691221827409676,0.43691221827409676,0.15858493874830432,6.190660997162922e-07
7,1.9578997940706784,0.2402325347617004,0.2023176873025633,0.21457752526066962,1198.2068965517242,0.7402171227120264,0.4817668062430867,0.48013345682256253,8242.184620365873,0.5977251987750009,0.6030278180397037,0.7403685153082467,0.6305129212256665,0.7251814408732493,0.6813729759246225,0.7352474515593508,0.6267477305543633,0.7403685153082467,0.43585756416680543,0.43585756416680543,0.15639075308420955,5.795341166958679e-07
8,1.9334276256829324,0.23379709226624854,0.18988227335041796,0.21226528884717247,1180.8919540229883,0.7418950411114316,0.4802038842624814,0.47221305591496177,8107.994949004371,0.5944525994051842,0.6052480274291221,0.7401732182552405,0.6312974359897598,0.7251476388294076,0.6826932449781312,0.735181003740087,0.6270775776874863,0.7401732182552405,0.43509177669618254,0.43509177669618254,0.15432485025761836,4.487638420869189e-07
9,1.918782098847028,0.22937634173979068,0.18452177284913657,0.21108387765981665,1198.0433220009713,0.7440454113419742,0.478176935383025,0.4745211571151044,8157.971312935082,0.592725688580578,0.6026784443866865,0.739917316129341,0.6294882896136532,0.7247946763984446,0.678355549665184,0.7315688749697739,0.6246624001665593,0.739917316129341,0.43398136098885676,0.43398136098885676,0.15339936505584323,7.473410050806706e-07
10,1.9090721585165114,0.22591293523826542,0.18209791496484237,0.2070991178922945,1168.0064756354218,0.7462786636982455,0.47811060447311965,0.4734969581429851,8133.67939129027,0.5898674366521764,0.6068596045562166,0.7405543105272991,0.6373992851541371,0.7273589301293619,0.6824609889955081,0.7353184482621176,0.6317730291525075,0.7405543105272991,0.43308327082522524,0.43308327082522524,0.15219180263336418,7.263894872266974e-07
11,1.9019873333576869,0.22241212042963363,0.1793659452690616,0.2064165112577404,1166.508790675085,0.7455661027045896,0.4767973319842265,0.4711648163834841,8106.503998704872,0.5900412810051582,0.6094073109860673,0.7380464971347063,0.6457335043428364,0.7280885768738025,0.6795151280090418,0.7406867806466985,0.642648046075046,0.7380464971347063,0.43337065245978224,0.43337065245978224,0.1514196658518011,1.1678518063718002e-07
