epoch,composite training loss,activity training loss (cross entropy),time till next event training loss (MAE),TTNE - standardized MAE validation,TTNE - minutes MAE validation,Activity suffix: 1-DL (validation),(complete) remaining runtime training loss (MAE),RRT - standardized MAE validation,RRT - mintues MAE validation,Outcome Prediction (MCO) training loss (CE),Multi-Class Outcome - CE validation,Multi-Class Outcome - Accuracy,Multi-Class Outcome - Macro-F1 score,Multi-Class Outcome - Weighted-F1 score,Multi-Class Outcome - Macro-Precision,Multi-Class Outcome - Weighted-Precision,Multi-Class Outcome - Macro-Recall,Multi-Class Outcome - Weighted-Recall,ltn_ax2_term,ltn_ax2_contrib,ltn_ax2_residual_mass,ltn_ax2_min_survival
0,3.165031735625493,1.1029970062422683,0.33314439172707716,0.2802675088787033,1568.6193297717339,0.621285007323033,0.58619003586427,0.5096364996281568,8713.56114618747,0.7964060040708829,0.7206222586055124,0.7145437479075004,0.5353211749502119,0.6745398929652427,0.8159094352068483,0.7674200697693165,0.5656700541620412,0.7145437479075004,0.3462942905679962,0.3462942905679962,0.26264081979115333,1.934836109285243e-05
1,2.1599515420798014,0.4634448487818594,0.2652214518224699,0.2683965415269093,1508.200615185365,0.686893264896491,0.5143899535815392,0.4951353587242745,8495.240019426907,0.6984522854523546,0.7250499901347741,0.7151802927521269,0.5362176196194333,0.6752495921612995,0.8139380318326749,0.7672593274496522,0.566419616580249,0.7151802927521269,0.21844300737924124,0.21844300737924124,0.2176662030569195,1.4570350685971789e-05
2,2.0337987681465037,0.38197148941765874,0.25120286186109986,0.2630137980360612,1479.1984458474988,0.7032074671222377,0.5027000295251784,0.4842999732974897,8270.424089363769,0.6874700024194972,0.7131451999984822,0.7151651154819569,0.5362071570562805,0.6752380782982915,0.813103644044684,0.7669492129558672,0.5664094341106088,0.7151651154819569,0.21045438350128703,0.21045438350128703,0.190572553099348,1.2034059864163282e-06
3,1.9664948395723423,0.3448259073954362,0.241630665285612,0.25990785262490895,1458.4203334952242,0.7117825656796382,0.49465924717441817,0.47964769523661366,8247.285348874859,0.6767087624843656,0.683881584563957,0.7231221558204475,0.5420623991517959,0.6830427387935887,0.8140190356944643,0.7703271109637853,0.5716183469490898,0.7231221558204475,0.20867025949193177,0.20867025949193177,0.1766312789866293,6.914298751325987e-07
4,1.9134661335740568,0.3218415321660994,0.23359248531464288,0.25534583782327586,1444.4001942690627,0.7250715110300814,0.48915242518369967,0.4863972823674265,8290.107430791646,0.665204759874552,0.7137193276848591,0.7236860331974588,0.5423986976436531,0.6835893068307134,0.8154933830573236,0.7709722962501424,0.5718880627475383,0.7236860331974588,0.20367492559040792,0.20367492559040792,0.16696578769575385,2.212601089013333e-07
5,1.8734147128092467,0.3076266965018751,0.22591725711506852,0.26483779766421806,1500.8859964384005,0.7249059246372632,0.48456071306174325,0.47077649168854724,8086.009907722196,0.6593266629872943,0.6755897555321151,0.7238002479212753,0.5425504973857357,0.6837202317609962,0.8143150418882773,0.7706602195690821,0.5720210931578625,0.7238002479212753,0.1959833810491675,0.1959833810491675,0.16110880128466165,1.8590472450341622e-07
6,1.8489459888822228,0.29750167135391714,0.21585757266619854,0.23571021444534665,1333.090885543144,0.7312021204544075,0.4814293367578786,0.47128934707382225,8108.049862392747,0.6584258474321407,0.6666137043164158,0.7236557471796617,0.5424465991965165,0.6835768965217668,0.8142493133636627,0.7705849582928512,0.5719330249298248,0.7236557471796617,0.1957315604185917,0.1957315604185917,0.1577432939463113,2.52324582561414e-07
7,1.8219595464199958,0.2879766443049943,0.20177474939787882,0.21833721974221407,1226.8692245426582,0.7330423052187045,0.4816402383589533,0.4781033486750243,8224.396826938644,0.6568218342651276,0.6803285025346042,0.7236376369626347,0.5423609184111023,0.6835234902986427,0.8173597420971243,0.7717189531014386,0.5718980657782367,0.7236376369626347,0.19374607988363188,0.19374607988363188,0.1516582041030981,1.027993121738291e-07
8,1.7969698868030628,0.27954361142491446,0.18902907766313595,0.21157456000144184,1196.4593815768171,0.7310616714158875,0.4797476727581588,0.4722236977901894,8110.293022502833,0.655701185824603,0.6816168512286,0.7236899932469933,0.5423455297690295,0.6835515285857076,0.8166131116730823,0.77154566887252,0.5719479528727777,0.7236899932469933,0.19294833929757393,0.19294833929757393,0.14024409117761272,3.515384960905976e-08
9,1.7819139183272976,0.27350169103923283,0.18364807748450682,0.2086928350477325,1180.8069936862555,0.7297404781599077,0.47829016950532527,0.47606502938699,8178.564869677837,0.6543947615214354,0.6800537702237129,0.7237524542182192,0.5423916199669064,0.6836233228915827,0.8166012433784919,0.7715089580397734,0.5719566574939648,0.7237524542182192,0.19207921637409536,0.19207921637409536,0.13320527572361146,6.686216380558108e-08
