epoch,composite training loss,activity training loss (cross entropy),time till next event training loss (MAE),TTNE - standardized MAE validation,TTNE - minutes MAE validation,Activity suffix: 1-DL (validation),(complete) remaining runtime training loss (MAE),RRT - standardized MAE validation,RRT - mintues MAE validation
0,1.8860748423304303,1.0293883454743598,0.3911786205062298,0.5064777641139403,18451.869723691947,0.8184491515790344,0.4655078768169618,0.4064042564001874,22118.866549088772
1,1.159225453777373,0.5052730172031725,0.29836642200296576,0.48206011342133304,17752.258044287675,0.8392865754519401,0.3555860127261066,0.385731853505291,21012.8768175583
2,1.0334850886025024,0.4275541600295369,0.2750667491956938,0.45266047258506026,16686.915775034293,0.8466359833140432,0.3308641766679698,0.37788634213330397,20601.98001175779
3,0.9718689115069876,0.3952766672757726,0.260436464930216,0.46705881306033215,17146.025161669608,0.8509018419771458,0.31615577874045386,0.36979765894832084,20163.23574368019
4,0.9273395306638041,0.37055815861423186,0.25226809026025304,0.4692748090507422,17292.91287477954,0.8521147228422619,0.3045132833775308,0.36395008910199883,19836.83448951597
5,0.895996526958053,0.3522292899674383,0.24692133071373995,0.45663611823008526,16829.007564177933,0.8562018177496693,0.29684590791179843,0.3601538530873383,19612.488340192045
6,0.8734907272467419,0.33861066870461437,0.24249542422802844,0.44038192865639697,16120.86255144033,0.8504966632679306,0.2923846334265691,0.3564317132500184,19423.24123064864
7,0.8565070772993153,0.32944542804855537,0.2400049360287974,0.44605751643105157,16458.11107191848,0.8534888570831496,0.28705671312853837,0.3515884785144768,19161.727924750146
8,0.8439115907144397,0.3230560966373237,0.23742262374457895,0.43958775398662553,16208.176210072506,0.8565986718520355,0.2834328702858249,0.34712717100005513,18895.28324514991
9,0.829819431499254,0.31537083155682843,0.23481419229395337,0.4338886635503931,15936.293474426808,0.8585289759470532,0.2796344067142301,0.34951755315117944,19060.737605330196
10,0.8158449939799532,0.3080113090831658,0.231714966668978,0.42394983649323925,15629.296649029982,0.8619427106297766,0.2761187167563782,0.3458682177418614,18859.77785616304
11,0.8065133957093038,0.3019594210535755,0.23052729397638463,0.42724365377902707,15707.393454830491,0.8597500378913139,0.2740266792779806,0.34748832258597884,18935.156888105037
12,0.7996925904085643,0.29907379705797543,0.2284540774586806,0.42230299961419754,15452.391769547326,0.8610344673170194,0.2721647151445147,0.3438764120255548,18744.956613756614
13,0.7911862720703257,0.29459941989762656,0.22655381692053755,0.4201314972121179,15485.837820889672,0.8598414650389476,0.2700330341544271,0.34212928516313934,18632.7139329806
14,0.7833071635995166,0.2907294448827128,0.22503653649812955,0.4195834366732804,15402.942582794434,0.8583846588403881,0.26754118291935575,0.339835855976264,18521.9662159514
15,0.777630812602357,0.2877508270609715,0.22347238127340718,0.418815850510729,15420.778052126201,0.8569907177763081,0.2664076039643497,0.3391996335450654,18472.25114638448
16,0.7729398668933438,0.28560275040263294,0.2225661294353793,0.4161748689879115,15300.442249657064,0.8580703331679894,0.26477098780272523,0.3401488898993239,18531.61575543798
17,0.7656529293538634,0.2815582446029941,0.22124980728734622,0.4159966793430335,15322.47289829512,0.860393903172766,0.2628448764592129,0.34665464191560114,18895.914089751128
18,0.7645211635058202,0.280963599121309,0.22061311878661002,0.41600826920515505,15332.965236135607,0.8547879263346928,0.26294444606502226,0.34046056030919314,18560.085283166765
19,0.7574072015883407,0.2776145280622016,0.2195947815585286,0.4039894386574074,14900.302410346856,0.8571464453354645,0.2601978931821252,0.34406927737819665,18756.982794434647
20,0.7566961153734441,0.27757287593003727,0.21886429844605138,0.4082628684069114,15005.377542621987,0.8561744039581496,0.26025894078715095,0.3428845638250478,18700.520321379583
21,0.751131777853054,0.27501745898054686,0.217704804923654,0.40617945613334067,14941.057730746621,0.8583266736478542,0.2584095134817321,0.3403729725276492,18561.535097001764
22,0.7452554120725973,0.2725218031847365,0.216443948751333,0.409158014816652,15046.295904369978,0.8625837053571429,0.25628966004310355,0.34150339672664975,18618.80901430531
23,0.7421825317006127,0.2713854061585609,0.21563532705591015,0.41119919406323485,15091.2438957476,0.859366675393151,0.25516179867299,0.3418093260283473,18621.791416813638
24,0.7379076907814109,0.2684707897817453,0.21511661417805664,0.4018304590475272,14812.583656672545,0.860784729111552,0.2543202871252377,0.3383171893371546,18430.52510288066
25,0.741777322041951,0.2705481143253724,0.21556287718977674,0.4057462536398626,14921.436331569665,0.8571806049290859,0.2556663312508395,0.33902772323725017,18483.818302959044
26,0.7352317203548635,0.2686427703892176,0.21406509713225977,0.39584567671590243,14570.744424848128,0.859867228261868,0.25252385339393135,0.3401073745108576,18537.42253576328
27,0.7334419074103377,0.2670876810262943,0.21305125837322314,0.39394981926991474,14529.68058005095,0.8609209369029247,0.2533029699960846,0.3371083990116108,18374.619478737997
28,0.729737491723512,0.2659439553381134,0.2127179717148733,0.3917068400710979,14401.128747795414,0.8607498518794092,0.25107556439025275,0.3364775947512493,18344.513266705857
29,0.7258144056535439,0.26392312233444293,0.2118010774815344,0.3978610568576389,14651.392200666274,0.8571094869516094,0.2500902063747559,0.3396226455715388,18501.28253968254
30,0.724433136584243,0.2630088965300482,0.21108334871201678,0.38798681726741624,14292.44413090339,0.8592999350106555,0.2503408918092991,0.3422060007210832,18656.7688026651
31,0.7261465707542755,0.26456486728030687,0.21133436075759157,0.39659298959022266,14616.387223202039,0.8593807411081716,0.2502473421324757,0.333251953125,18164.604663923183
32,0.7214484887437014,0.26234308135079737,0.21035935080443804,0.39358655065035275,14520.70076425632,0.8585283300723839,0.24874605679867037,0.3384730245420892,18455.62218302959
33,0.7218070885043907,0.2621132413094694,0.2104206667004334,0.390072238928847,14363.448638056047,0.8605279580485744,0.2492731811484573,0.33563221657297176,18302.452361356063
34,0.7221013377639567,0.26144139748942513,0.2099192219094423,0.389669607836383,14369.05224377817,0.8601238557971413,0.2507407192292632,0.33985135696832747,18523.431079757003
35,0.7174475938548862,0.2603852028103084,0.20875150831795786,0.39300027586024766,14453.032333921223,0.8611089581955468,0.24831088410462707,0.33756065480783365,18396.090770135215
36,0.7177026436246675,0.2606563567180992,0.20874052838098292,0.38940727507486406,14355.748069762885,0.8606938760747355,0.24830575917955477,0.3362690131149875,18340.709386635313
37,0.7148087397451311,0.2601148614829237,0.20786390065866578,0.3904273264692644,14365.551871448168,0.8613809431951793,0.2468299783042232,0.33248856514779906,18128.21885165589
38,0.716170299669792,0.25986888152211435,0.20861591517831837,0.38970566917208627,14365.849108367627,0.8614133804563492,0.2476855031328515,0.3355653326627719,18298.254673721338
39,0.7144083972074395,0.25787286577179885,0.20806567915087584,0.3907361980888999,14386.549088771311,0.8607301885839213,0.24846985078997746,0.33791308708572165,18422.982559278855
