epoch,composite training loss,activity training loss (cross entropy),time till next event training loss (MAE),TTNE - standardized MAE validation,TTNE - minutes MAE validation,Activity suffix: 1-DL (validation),(complete) remaining runtime training loss (MAE),RRT - standardized MAE validation,RRT - mintues MAE validation
0,1.9718840998541973,1.0688102593803106,0.3973566895835452,0.5222194521375294,19224.659376837153,0.8142873505015432,0.46382276410219436,0.4036626619566615,21981.229551244363
1,1.1849345969369045,0.5105941629615324,0.2935960033330424,0.49094792298188566,18058.98773270625,0.834991939484127,0.3435734764068478,0.38296137411127645,20860.247540662356
2,1.07103140413948,0.43700444408718697,0.2757154158710686,0.4833225831082819,17684.944542426023,0.8481935459610156,0.3223763829254805,0.3742566700194738,20381.23582206545
3,0.9988716108298227,0.3937985815318027,0.26197344328635913,0.469540012366347,17297.499353321575,0.8493077515294312,0.3085637327318655,0.3745108575837742,20370.312051734272
4,0.9527040424765464,0.36642247151151347,0.2515245414452867,0.4598964217969209,16886.88473446992,0.8500257488701499,0.3009392577092102,0.3611104652364418,19638.440760337056
5,0.9194631388755428,0.3479757317134579,0.24577871607295398,0.45146097567836935,16645.014148540075,0.844348079943783,0.2923207691283809,0.35979621793016975,19597.379423868315
6,0.8989236154900075,0.33595882799931825,0.24186663911166983,0.44912961929563494,16457.56927297668,0.8532541892866329,0.2879362948308918,0.3550650783316799,19324.509660983735
7,0.8772554969339161,0.323859764327263,0.23791413317466603,0.43217103163120957,15908.946423672349,0.852428330876139,0.282623665413139,0.35543480569793506,19344.543680188126
8,0.8644490767982687,0.3166665094072542,0.23552068607840793,0.42480526161081716,15611.91769547325,0.8525727197466564,0.2796413537383453,0.3529783290389844,19244.174172055657
9,0.8506156068797396,0.3109717526732941,0.2322914452995626,0.42368387965718696,15525.888300999412,0.8591049526243754,0.2748777095380248,0.3509322698504556,19126.50597687635
10,0.842286308170486,0.3061097389945416,0.2306617523855924,0.4147071546838257,15219.635194983342,0.8595818951857364,0.2731672818991458,0.35602082931455764,19387.07615128356
11,0.8318511932434333,0.30050909582256896,0.22844199530289838,0.4054758115630511,14929.846756809718,0.8590160372115667,0.27083205487754275,0.3568244768128123,19423.18353909465
12,0.8242856867634765,0.29728724426797193,0.22660605214699683,0.41487486680629043,15300.948932000783,0.8590596696336714,0.2683952963651161,0.3450938857772083,18806.46960611405
13,0.8164680636601762,0.2933627379865482,0.22531293594164534,0.4129203424111736,15228.139682539682,0.86195720692791,0.26595501260697657,0.3454797958921223,18840.155202821872
14,0.8117169886360348,0.2909384476353756,0.22412938353690234,0.40261813908867944,14805.135175387028,0.8633289011978248,0.2649666600886931,0.3469461108010913,18910.679365079366
15,0.7996451724846161,0.2857099768930468,0.2218564235164454,0.4053367332175926,14951.117381932196,0.8598670129703115,0.26051032274587776,0.3438224097268151,18741.369704095632
16,0.7995808429105155,0.28558078440939744,0.2206971200188873,0.4045146782912625,14902.685322359397,0.8611571835041887,0.2618573500211336,0.3447075450791814,18780.780560454634
17,0.792244836828178,0.28240952218027326,0.21927549820802056,0.39952834643454216,14696.19847148736,0.8585781341857731,0.2591774056791138,0.34568094996968696,18835.948736037626
18,0.7854711726354581,0.2785911029175531,0.21768172566419858,0.4018195868239271,14801.896923378405,0.8588758106444738,0.25790413401343604,0.34112975823045266,18594.976131687243
19,0.7856720119808162,0.2800476704738731,0.21708506170578512,0.39930505320859055,14695.789613952576,0.8562623146770282,0.25729593569208464,0.34215052726337447,18659.91550068587
20,0.7801443102030918,0.2762463500834184,0.21636259553481046,0.39699619479350384,14632.848128551832,0.8598596930573927,0.25647125622041544,0.34097011954135437,18577.585890652557
21,0.7778073761343582,0.27661511472493505,0.21488438939039237,0.39627604453722076,14622.531373701744,0.8602461414011978,0.25528266084698675,0.3432739544867909,18703.453811483443
22,0.7761013449920009,0.2753277610415202,0.2147018507730251,0.3986038127273479,14660.002038016853,0.8621204696915418,0.25505700310382723,0.3406728377838404,18580.233431314915
23,0.7680240520115557,0.2717028884304728,0.21343987850840188,0.400376846340388,14754.828140309623,0.8609088805757642,0.2520120272348667,0.3435058234930739,18721.842367234956
24,0.7656020728585115,0.26982489008701704,0.21310638622337,0.39835231630750295,14656.840290025477,0.8631558785503013,0.25186747882433447,0.34040174983235966,18558.887556339407
25,0.7635025307302564,0.26888139538910694,0.21232275090247485,0.3932304584160053,14484.40525181266,0.8638212729873971,0.25156995081882866,0.3405411511151529,18563.82770919067
26,0.7635811439315353,0.26943822022889474,0.21178533774464856,0.39807293963109935,14655.231197334902,0.8625614585629776,0.2516638920832203,0.3417829528126837,18636.383617479914
27,0.7571080281256135,0.266023363906388,0.21095123443297084,0.3901103814162625,14373.652518126592,0.8621173838458994,0.24955286396241114,0.34209706319352584,18654.6818734078
28,0.7576994140133215,0.2677669260288854,0.21054372018594353,0.39343032074423134,14496.077758181462,0.8584839800117577,0.24872760096313812,0.33823437385177835,18429.16684303351
29,0.7551607490520118,0.2652635876801694,0.20991782192432767,0.39481665483998385,14565.903350970017,0.858426497166189,0.2494233986800741,0.33962375791124705,18519.76264942191
30,0.7541524424074586,0.2657041180656995,0.20966054667312897,0.3882496523759002,14298.772643543014,0.8633433974959582,0.24823647922015862,0.33671660426082084,18347.858122672937
31,0.7509284914474128,0.2635492193381241,0.20876221683425217,0.39907121069637347,14696.125729962767,0.8605931196263228,0.24818064015487146,0.3412540532223692,18593.067293748776
32,0.7492322219202885,0.2636342630677836,0.2084576022989324,0.39167827805794386,14443.38154027043,0.8630880617100235,0.2467839664379631,0.3381658393729791,18437.355281207132
