epoch,composite training loss,activity training loss (cross entropy),time till next event training loss (MAE),TTNE - standardized MAE validation,TTNE - minutes MAE validation,Activity suffix: 1-DL (validation),(complete) remaining runtime training loss (MAE),RRT - standardized MAE validation,RRT - mintues MAE validation,Outcome Prediction (MCO) training loss (CE),Multi-Class Outcome - CE validation,Multi-Class Outcome - Accuracy,Multi-Class Outcome - Macro-F1 score,Multi-Class Outcome - Weighted-F1 score,Multi-Class Outcome - Macro-Precision,Multi-Class Outcome - Weighted-Precision,Multi-Class Outcome - Macro-Recall,Multi-Class Outcome - Weighted-Recall
0,2.7161134887905516,1.0359549892724618,0.32913221532379733,0.27218024692470555,1519.8829205115753,0.6710950305822001,0.5824685973396315,0.4863093905567023,8254.557746478873,0.7685576859839569,0.6498028021984277,0.7296046971683101,0.547756874945718,0.6916497905508122,0.7761987280374951,0.7477095714892279,0.5677150678320716,0.7296046971683101
1,1.7955671756048879,0.3801544593018893,0.26058372383463313,0.2656356715183341,1479.2516755706654,0.7084325389296989,0.5080997319175646,0.4828140829418862,8250.103545410393,0.6467292616309146,0.6302372254811195,0.7297140708186766,0.599569023108925,0.7071102861972394,0.6938184303935028,0.7327603315258788,0.6012387566555929,0.7297140708186766
2,1.6790730878269884,0.30614284365355265,0.24613268141078173,0.25826648417579834,1451.9926177756192,0.730197337717035,0.4964840123595218,0.46629157860687837,7986.325012141816,0.6303135494993636,0.6129953718810709,0.7337999080341144,0.6057441864430845,0.7128380784648488,0.6846887154333693,0.7267459858167264,0.6039742644399938,0.7337999080341144
3,1.6185075958981316,0.2741612616661914,0.23480935573313363,0.24612659456198396,1364.6453618261291,0.7369350972483608,0.489894264724833,0.47401461571151043,8129.598704872916,0.6196427108973441,0.6058873106635503,0.7365642360919231,0.6322256145054791,0.7221143268114615,0.6874533571115449,0.7417914532291371,0.6286922431757843,0.7365642360919231
4,1.577203337521948,0.25589328665925554,0.2238194200832992,0.23233454640829893,1310.667055204792,0.7395248376032054,0.4869336063957073,0.4611978257611401,7909.060320543954,0.6105570249347645,0.5962466610004856,0.7427460012012815,0.6019260327795092,0.7178717665197075,0.7008174981009835,0.7388626652839269,0.6048056761716127,0.7427460012012815
5,1.5374548541018243,0.2431807918529186,0.20727606193774198,0.22258074900778593,1248.067346608386,0.7404103364800875,0.4830029594254564,0.4610811208509137,7922.173741298365,0.6039950431230858,0.600638820801967,0.7449906211718469,0.6500200589342672,0.7337406784365641,0.6933247821994577,0.7487128879278883,0.6445139674450466,0.7449906211718469
6,1.5053241729030948,0.2347707464938333,0.1908869409944708,0.21370684793702951,1199.6886514489233,0.7437996107030111,0.4797864562264208,0.459417075425343,7880.131325886353,0.5998800278988463,0.5939323643910879,0.7434752561112009,0.6373859365906506,0.7294368558703231,0.6881106736734545,0.7394698140956844,0.6310772112452664,0.7434752561112009
7,1.486497164125273,0.22826745298266762,0.18265720751114498,0.21214560480474443,1178.2434191355026,0.7444846628938502,0.4779065323651895,0.4670012345760988,7998.520446818844,0.5976659697452946,0.5918801128430063,0.7435097513731221,0.6306231283080154,0.727424104586594,0.690613988038497,0.7358199441013802,0.6236009184044934,0.7435097513731221
8,1.474696686370133,0.22432277721942528,0.1789088944777758,0.2067503963876199,1154.9256920835358,0.745490572069269,0.47746201013848627,0.46092164093803123,7903.320835356969,0.5940030051847182,0.5917484974502185,0.7446242520003282,0.6351158746819296,0.72947718695433,0.6908200402632888,0.741028373489869,0.629393242788327,0.7446242520003282
9,1.4644337936618623,0.2198126563614995,0.17639168896354163,0.20496245759850049,1146.519540229885,0.7469928847058644,0.4761905686257506,0.45771087750235245,7851.8980734984625,0.5920388810557021,0.5913307667936498,0.7454668272920998,0.6508145601724183,0.7345787003791466,0.6921225543825709,0.7428681539757587,0.6427474883730386,0.7454668272920998
10,1.4527783412376098,0.21583121912498798,0.173590019664909,0.20555434150566113,1163.1085640278454,0.7501911980368201,0.47341746453350114,0.45863861780597376,7884.734207544115,0.5899396387959374,0.5961271399951432,0.7452227227713489,0.6315635365163575,0.7285670542997272,0.6965248678512216,0.7441713125577366,0.626910396306,0.7452227227713489
