epoch,composite training loss,activity training loss (cross entropy),time till next event training loss (MAE),TTNE - standardized MAE validation,TTNE - minutes MAE validation,Activity suffix: 1-DL (validation),(complete) remaining runtime training loss (MAE),RRT - standardized MAE validation,RRT - mintues MAE validation
0,2.9314589588246003,1.1468220568469325,0.45083416316389663,0.5722951917070841,20875.331373701745,0.8097419716343327,0.559829484566252,0.458303156633506,25001.680893592005
1,1.9733889571925316,0.5189567760894291,0.3264164703206209,0.4757608260076793,17547.32510288066,0.8368158895502645,0.4183667218984108,0.5096713272982805,27816.720203801688
2,1.8147947915295448,0.4442167278834645,0.29895841318611815,0.4788544580279064,17534.47242798354,0.8481946941826499,0.38453836164504385,0.43174992134681806,23494.411287477953
3,1.7008602720069288,0.4045082469905805,0.279512930696474,0.4528863134277631,16690.984283754653,0.8525031805739272,0.36461127486348527,0.4964268778016608,27067.11126788164
4,1.6527205808409329,0.3805736340699151,0.2708791744512824,0.48010009909152707,17711.13901626494,0.8532845453960906,0.3603473437663903,0.418315764107051,22753.360768175582
5,1.6119434439276452,0.3673763952705554,0.2641893398005013,0.4813546029908877,17744.246443268665,0.8521681151482584,0.34917949576830043,0.42401923213826426,23117.94379776602
6,1.5720513255618582,0.3537087674518364,0.2579140512967558,0.4492726446529615,16532.342543601804,0.852822099132863,0.3384679101851293,0.4188310644473839,22818.670115618264
7,1.5499522430022308,0.3428459016133252,0.2542049179910492,0.4500529330173427,16567.80152851264,0.8505287417098398,0.3346750962323156,0.42378399023093033,23051.93462669018
8,1.5352712088617786,0.3365522999795253,0.25119956951810274,0.4524284600510729,16689.85553595924,0.8549569302064962,0.3314202211820593,0.4138008489950764,22540.64197530864
9,1.5134550312469746,0.32634165166033474,0.247900360453652,0.43113120929554305,15904.18812463257,0.8560329574055703,0.32535747527422204,0.45458754730673134,24778.705545757395
10,1.4951005723782842,0.3182030762998288,0.2448757580922315,0.43323450015615816,15960.135136194394,0.8571280737893151,0.3215328796670355,0.4486648407072127,24452.078542034098
11,1.4759054146590278,0.31309781468774084,0.24147115374527006,0.4272546695303314,15733.813678228493,0.859953847231408,0.3158290501345288,0.426844933816505,23266.883323535174
12,1.4742880710240067,0.30894515731117944,0.24133901755824733,0.45034526306905864,16539.826141485402,0.8594945585776749,0.3158338321226891,0.4077505103845165,22227.74054477758
13,1.4658829872511023,0.3043693881423496,0.2398225340443345,0.4362958743248457,16065.655496766609,0.8609949254344871,0.31426954724852196,0.4021153974224721,21910.948696844993
14,1.4518590991773574,0.30091804116497217,0.23715509504640364,0.4283419277722663,15797.715853419557,0.8615502341223913,0.309102021811711,0.40134827772495957,21877.32204585538
15,1.4365094115367878,0.29631880353143597,0.23472186930033853,0.4250424770240851,15652.541328630217,0.8593790187757202,0.3038386009096352,0.41978584661825763,22872.308210856358
16,1.4409553554364507,0.2938522630397429,0.23510421705096493,0.4341741401542291,15966.694415049971,0.8592848646017048,0.3078449255433576,0.40815088091563784,22252.889045659416
17,1.429892572115955,0.2906643568675346,0.23322083555792567,0.43342345437885804,15975.323064863805,0.8623460234788359,0.3042161432693371,0.39468453758818345,21517.148657652364
18,1.4191400049995853,0.2897400767498629,0.2309556785842468,0.42844907120352,15805.790162649422,0.8620588245425485,0.30037800267011766,0.4169266312210648,22739.023162845388
19,1.4119313078987934,0.2852806202763674,0.22982885181716992,0.4166230701264881,15361.359514011365,0.8605401579034392,0.29881397097555445,0.4280883143187831,23343.098883009992
20,1.410015739617303,0.2845621853599728,0.2297418608467407,0.42334601544128453,15577.370487948267,0.8607454025205762,0.2994113740128783,0.4084795952403917,22272.94814814815
21,1.4052967821542746,0.2828000748652649,0.22841802164678662,0.4214234618422987,15537.358886929258,0.8613061652612434,0.29656973329363945,0.4144059617963698,22593.678071722516
22,1.3999591708930683,0.28103241459889844,0.22721760245886716,0.4166723360109862,15355.630491867529,0.861297123015873,0.29590298541380694,0.4111987275981959,22423.560728982953
23,1.3994401031900723,0.2804588739494545,0.2271627875097493,0.4226254346018886,15549.76507936508,0.8636801852540785,0.2953389687551226,0.40153260317919603,21886.931452087007
24,1.3933838632039515,0.27754489843935054,0.22597988769645602,0.4194547999683091,15454.225357632766,0.8610233439199368,0.2935955785565242,0.41808436156580686,22801.550774054478
25,1.3872039522683732,0.2755366818377964,0.2248116658072113,0.4185718534134333,15439.79870664315,0.8627293142131467,0.2920145508030365,0.40346922249320255,21997.66913580247
26,1.3860814500378218,0.2743303655270125,0.22502187345188612,0.41505757757385364,15297.081089555164,0.8632691936728395,0.2917287693735574,0.41334816261574076,22529.97405447776
27,1.3852834666036886,0.27415363773189744,0.22446055117071984,0.4248125097598839,15632.504801097393,0.8626200178663286,0.2916937915836008,0.40881153893849204,22295.329962767002
28,1.3823944647857762,0.27298306208979745,0.2234217193573246,0.4178716535080467,15404.586792083088,0.862954437417328,0.2902465706054693,0.4155993228937022,22661.041740152854
29,1.3833900017424436,0.271956788078184,0.22448960866860834,0.41585691924097956,15318.651459925535,0.8642959908693416,0.2912155987233577,0.3926693368560773,21403.300646678425
30,1.3770591472757274,0.27151628768182473,0.22311797952950935,0.41227597478275646,15209.650793650793,0.8621076239620077,0.28900097060633306,0.40313674056621107,21985.202743484224
31,1.371566347193942,0.2688041955559605,0.22177541204567613,0.41074525181648663,15141.34775622183,0.863357032627866,0.2869948646444886,0.39827725131815844,21700.83354889281
32,1.3722824644892941,0.26911125222343635,0.22170058810692223,0.4253240783799052,15679.28010973937,0.8628222484016755,0.2884361585339409,0.3934807707322898,21452.8953164805
33,1.3679787839841693,0.2686887555127981,0.22066422972279282,0.41996658387988683,15455.071918479325,0.8615548987727807,0.2858602382873293,0.4107996129344871,22403.383735057807
34,1.36413121896104,0.26685337979218055,0.2212049351964251,0.4148971494823817,15268.09484616892,0.864066346542475,0.2848377231753732,0.4124436869052212,22490.736272780716
35,1.365218681414673,0.2679658071094172,0.22039659431081582,0.4143009353987544,15244.707191847932,0.8625194049456202,0.28479913612798463,0.40772130249669314,22233.39933372526
36,1.3627767960853336,0.26646878005101765,0.21985239799493533,0.41349169032003236,15245.957593572408,0.8612918124908142,0.28385406421923715,0.41457912797159757,22608.795767195767
37,1.3622989604091944,0.265518860266687,0.2194624832571487,0.41628323240465165,15321.567391730354,0.8635499338624338,0.28471122273363664,0.39773227662496324,21683.67156574564
38,1.3578659660390178,0.2634511987290412,0.21948652128253984,0.4104533164659575,15133.972016460904,0.8648764169054968,0.28301611610434274,0.39935880433384774,21772.002351557905
39,1.3573463452647099,0.2645044784794407,0.21850410374728116,0.411347422299842,15140.226533411718,0.864516736478542,0.28241911343646275,0.39976925768619564,21802.11483441113
