epoch,composite training loss,activity training loss (cross entropy),time till next event training loss (MAE),TTNE - standardized MAE validation,TTNE - minutes MAE validation,Activity suffix: 1-DL (validation),(complete) remaining runtime training loss (MAE),RRT - standardized MAE validation,RRT - mintues MAE validation,Outcome Prediction (MCO) training loss (CE),Multi-Class Outcome - CE validation,Multi-Class Outcome - Accuracy,Multi-Class Outcome - Macro-F1 score,Multi-Class Outcome - Weighted-F1 score,Multi-Class Outcome - Macro-Precision,Multi-Class Outcome - Weighted-Precision,Multi-Class Outcome - Macro-Recall,Multi-Class Outcome - Weighted-Recall,ltn_ax2_term,ltn_ax2_contrib,ltn_ax2_residual_mass,ltn_ax2_min_survival
0,2.992627174367566,1.0577915067944301,0.3313715612108009,0.27442820226179276,1535.1981868220819,0.6507783568328072,0.5882560031918379,0.5128936248823761,8741.384620365872,0.7820143532338579,0.6481510290189413,0.7299407357920085,0.5469401095038711,0.6904076359409084,0.8058819715501745,0.7613034749489057,0.5708142467473012,0.7299407357920085,0.46638750910935317,0.23319375455467659,0.2745939554679676,1.510660513304174e-05
1,2.0330854154373768,0.41511947110559816,0.2639370088482044,0.26718230059912274,1496.8011656143758,0.6990764038026651,0.514207225601525,0.4973616449505221,8547.469904484378,0.6470008093929855,0.6306636119247815,0.7280233634956419,0.5642523271136431,0.6946565344262546,0.7029621513366665,0.730521854995321,0.5819243313820577,0.7280233634956419,0.385641804284598,0.192820902142299,0.22161852322606998,1.4790060959057882e-05
2,1.9088943300867927,0.33765634250711407,0.2500395286255158,0.2613473218757589,1467.0769629269873,0.713415485843401,0.5021326558212557,0.4852281582477082,8297.77872753764,0.6323786169819577,0.6288457780627732,0.7304841608851947,0.6170670431446026,0.7130010349712398,0.6832435953066597,0.7357563278043131,0.6173537660777356,0.7304841608851947,0.37337436919381634,0.18668718459690817,0.19426459318148137,1.664864385020337e-06
3,1.8425945666943782,0.30511714268982765,0.24018735619339013,0.25839809956858606,1450.9218067022825,0.7212458309935041,0.49374363736728943,0.4809368146513781,8266.330969726405,0.6203647320043053,0.609333143933645,0.7360072182785864,0.6348581639325264,0.7230340673985188,0.6792858229721231,0.739673416743797,0.6331689492925642,0.7360072182785864,0.36636340097915493,0.18318170048957746,0.1814638699774118,1.1602045333347633e-06
4,1.7957340572359999,0.2858967654759715,0.23205411849686733,0.255715487361128,1446.7941071717662,0.729315396012931,0.4883093031773553,0.48480085286774527,8274.284086125952,0.610184859230938,0.6176807020056763,0.7366949963800281,0.5740680058392644,0.7040318969700597,0.7077570857520291,0.7381864685710499,0.5902850668085355,0.7366949963800281,0.3585780229441513,0.17928901147207565,0.17174070462386107,5.493719186233648e-07
5,1.7570071686830746,0.27227091951262666,0.22293562232654476,0.2508183275975899,1409.949295774648,0.7348935172186134,0.4841589652134117,0.4742349825651105,8120.339064270682,0.6018889480044504,0.6055994168133803,0.7380063992081805,0.6465284799066662,0.7281178601298802,0.6812871974316538,0.7448082656313355,0.6448155598134638,0.7380063992081805,0.35150542476120783,0.17575271238060391,0.16563417764722244,5.450552862384939e-07
6,1.7271092870002667,0.26145124577603046,0.2081232675566123,0.21697574150452284,1230.3839404241542,0.7400428805321151,0.4817543572928073,0.4732871442352932,8137.6238303383525,0.6010262391270971,0.6018266200787701,0.740141403354096,0.645023620120484,0.7294227558453287,0.6800807497655499,0.738322332757253,0.6405002556111433,0.740141403354096,0.3495083527981177,0.17475417639905885,0.16223764498359883,3.1852380288910354e-07
7,1.6992000482491487,0.2534628495816472,0.19322026245428262,0.2101647190355224,1175.8317629917435,0.7422190995515117,0.4809234548778929,0.47900310588612494,8237.726274890723,0.5983949155937991,0.5997870557802635,0.7389335430821432,0.6210424382458183,0.7211630904120911,0.6808841261597894,0.7352574020709323,0.620133575490356,0.7389335430821432,0.34639713445887765,0.17319856722943883,0.15875224093493273,4.4407013177760746e-08
8,1.6800614747069997,0.2473838882597946,0.1852522832369046,0.20698201280013054,1171.188084830824,0.7453931055351506,0.4789221829034873,0.4719378196712603,8098.839436619718,0.5952391959947242,0.603528312249575,0.7409271573389781,0.6372267003121626,0.7273056225822792,0.6848866383956969,0.7390458390976132,0.6330641818018775,0.7409271573389781,0.3465278510158584,0.1732639255079292,0.15665837421120535,6.538141139600384e-09
9,1.6669745576628567,0.24344242318979734,0.1813402558792625,0.20565253429588848,1161.0081269224543,0.7445476248520216,0.4769757408318082,0.474185745365241,8148.40705844261,0.5935168073639362,0.5990905613503218,0.7410013769227973,0.6220424766067595,0.7231055850706245,0.6818704358320425,0.7314224319841988,0.618478829203916,0.7410013769227973,0.34339865777619494,0.17169932888809747,0.15488942239720088,1.0240878367540063e-07
