epoch,composite training loss,activity training loss (cross entropy),time till next event training loss (MAE),TTNE - standardized MAE validation,TTNE - minutes MAE validation,Activity suffix: 1-DL (validation),(complete) remaining runtime training loss (MAE),RRT - standardized MAE validation,RRT - mintues MAE validation,Outcome Prediction (MCO) training loss (CE),Multi-Class Outcome - CE validation,Multi-Class Outcome - Accuracy,Multi-Class Outcome - Macro-F1 score,Multi-Class Outcome - Weighted-F1 score,Multi-Class Outcome - Macro-Precision,Multi-Class Outcome - Weighted-Precision,Multi-Class Outcome - Macro-Recall,Multi-Class Outcome - Weighted-Recall,ltn_ax2_term,ltn_ax2_contrib,ltn_ax2_residual_mass,ltn_ax2_min_survival
0,3.2004607363918125,1.071812641999778,0.33153274080016204,0.271477023509592,1501.5873077545734,0.6417322293133803,0.5834488588324666,0.5048186648175692,8656.593686255463,0.768792220165391,0.648109410097438,0.7320770308585013,0.5423615428453461,0.689006408268753,0.8105321952684806,0.768614202344148,0.573375963197261,0.7320770308585013,0.4448742736902463,0.4448742736902463,0.26883225431720886,4.743643785332097e-06
1,2.195971596787667,0.4185196229163006,0.2628202177253524,0.2679882373782024,1506.5558037882467,0.6983412547618686,0.5102256907910637,0.48550813738844706,8251.03292860612,0.6475349695989366,0.6148276122928302,0.7382316227941292,0.5881720697195105,0.7079159986529212,0.7318709998183968,0.7457244669583073,0.5980211893860768,0.7382316227941292,0.3568710935186352,0.3568710935186352,0.18471206419897326,1.982850861281804e-08
2,2.0684013836658917,0.34239628937470135,0.24878629142716085,0.26702910502481486,1503.4272948033026,0.7153206482971103,0.49440234253656934,0.47842622139084506,8180.085866925691,0.6325564481891118,0.6094782172967763,0.7405556342947884,0.6045200060538155,0.7147358187926782,0.721018929676918,0.7442983015937007,0.6082177993097574,0.7405556342947884,0.3502600173184858,0.3502600173184858,0.16627474590452643,4.77919797958748e-07
3,2.013411645794056,0.3130776884375945,0.23641685821865438,0.24375111458080378,1363.7089849441477,0.7298101987463574,0.488519167538578,0.4707337759721042,8050.162862230857,0.6274319007199192,0.6087018050517545,0.7415738296260976,0.6423972167439491,0.7275314979319106,0.6990584551797697,0.7445287893666668,0.6373872111372066,0.7415738296260976,0.34796603125404324,0.34796603125404324,0.16013294450123106,3.013945359953141e-08
4,1.9702863380224747,0.29563196078383713,0.2220535511867358,0.2314454162508727,1299.361243322001,0.7316298111947548,0.4838375508035781,0.4724232551830379,8080.5268576979115,0.6231493352741532,0.6069182386208414,0.7405940863260425,0.6413590739860545,0.7265843428937374,0.6976861587634291,0.7456053807517563,0.6372705365796991,0.7405940863260425,0.3456139381556116,0.3456139381556116,0.1559071120635204,2.853996363683109e-07
5,1.9346938621715681,0.28455049251399095,0.2057015456633984,0.22026547417587422,1232.9819653553504,0.735763364535272,0.48363080486302545,0.47075600830196696,8070.4414440667,0.618731238146329,0.612330121285363,0.7415654861610936,0.6437956111172599,0.7278731068943887,0.6995635806282793,0.746202874338058,0.639117685278584,0.7415654861610936,0.3420797835087635,0.3420797835087635,0.15268923477793234,1.0789598547944479e-07
6,1.9010063935313704,0.27692549995328547,0.1901790130299312,0.21942986464720435,1243.2598348712968,0.7371708192311195,0.4804410868098397,0.46957938447630826,8052.783681398737,0.6135946383269933,0.6054374468795531,0.7401004240801439,0.6502166582839956,0.7293847935865049,0.6912500903591625,0.7452553124962972,0.6460321077481445,0.7401004240801439,0.33986615120659214,0.33986615120659214,0.1492957584339486,1.502297131139585e-08
7,1.8823355276732756,0.2692415687371288,0.18463352373277647,0.2143425147124666,1186.309988667638,0.7353764627094463,0.4785687408062833,0.47380251928461936,8078.271264367816,0.6099019513283608,0.5966343928332929,0.7471523662245453,0.6614627241231288,0.7379271736548987,0.6971032060976201,0.7529954597464105,0.6573083176669331,0.7471523662245453,0.3399897434655026,0.3399897434655026,0.14637722753363072,2.7890030196431326e-07
8,1.8625932088088708,0.2614850396477788,0.18192820554081152,0.21347317132861826,1198.2147968269387,0.7413497858107698,0.4782101191227605,0.47072265980717276,8098.243160110085,0.6035493596638801,0.5990875377534605,0.7464514410066959,0.660986935843286,0.7372417421386676,0.6972535936287828,0.7549102966934466,0.6577305115238032,0.7464514410066959,0.33742048423847504,0.33742048423847504,0.14277875570018264,3.500928613675569e-08
9,1.8429567345677043,0.25601832090309384,0.17934491693664936,0.21086666779705712,1174.807446980735,0.7435614579855209,0.4761773883723296,0.46638465796123724,8023.306070908207,0.597173613336312,0.5933351150816537,0.7475364374044094,0.6641463404403347,0.7393190129969021,0.6944534783284332,0.7515395665209138,0.6599303754558076,0.7475364374044094,0.3342424950744273,0.3342424950744273,0.1401751262890781,4.104529338633256e-08
10,1.8308373438359717,0.2520880874070014,0.17727173972852836,0.20683599085759166,1159.2980411202848,0.7425977013075219,0.4747308718602686,0.46388663337785335,7957.480977820948,0.5946726611644558,0.5936563277835114,0.7474264688166687,0.6654640142959249,0.7395305224508533,0.6961231454342566,0.7547686002820554,0.6621887336933027,0.7474264688166687,0.33207398198941757,0.33207398198941757,0.1389202127100889,4.7724739715704345e-08
11,1.8243717954179945,0.24871978991439003,0.17541568584674033,0.20895419831759957,1163.5584911769467,0.7438907928985551,0.47521813070544827,0.46464540797451737,7973.178436134045,0.5935763232630386,0.5905312922117837,0.7493986697246238,0.6530297724172246,0.7368570021103883,0.7016188011603367,0.7490760332078181,0.6465983338219953,0.7493986697246238,0.33144186472398995,0.33144186472398995,0.1371032282566795,2.0860888128027e-08
12,1.8126743195148616,0.24557645697168698,0.17424866281030976,0.205916194906508,1163.6576979116076,0.7463257962375547,0.4735431363420374,0.4644037870135685,7973.033381900599,0.5898347056564495,0.5883762976566295,0.7486590007015275,0.6557698898259321,0.7373902970044307,0.6980093494011933,0.7507047289911631,0.6505980481256913,0.7486590007015275,0.32947135540331607,0.32947135540331607,0.13638388041472999,4.645279272352809e-09
13,1.807373012046842,0.2429108916390577,0.1740744240284407,0.20730977662852113,1174.233964707787,0.7457615100625303,0.47410007184867325,0.4656911278419439,7990.852776428687,0.5879169105822165,0.5923320516444572,0.7476446542282533,0.6617221781932999,0.7385265185375706,0.6968947390658945,0.7540312641363112,0.6578780428717229,0.7476446542282533,0.32837071340288637,0.32837071340288637,0.1347164361621942,1.5717176893303986e-08
14,1.801012242863164,0.24050284562819807,0.172525555253602,0.20468742885654445,1159.779698882953,0.7474235990430731,0.47332375906628266,0.4611723326895641,7924.915266310507,0.5858349188412788,0.5876617802179456,0.7478888569961231,0.6594717206925711,0.7380154136273707,0.6966080194830898,0.7479053599440908,0.6530022208931597,0.7478888569961231,0.32882516447608995,0.32882516447608995,0.13453752366748786,1.630400370267182e-09
15,1.797115557557027,0.23869342341490046,0.17151201530166807,0.20448981308717065,1152.8845717986078,0.7465349579969038,0.4718804126219637,0.4585046902508803,7878.769888295288,0.5868821723177235,0.5932374706888963,0.7482607966399507,0.6647292120507826,0.7398038115853715,0.6990228028079682,0.7556912884513103,0.6606903492478943,0.7482607966399507,0.3281475314815369,0.3281475314815369,0.13403517272896492,8.298868259259962e-09
16,1.7884895147303859,0.2364475033934829,0.17106511602012892,0.20541199530832624,1156.3094058604502,0.7479196467869719,0.4708997965211699,0.4644740708190414,7991.409163024121,0.5825993373945972,0.589417482128764,0.7481504170336495,0.6672785907358979,0.7406096532560942,0.6969092052475893,0.7534057052672832,0.6629086858447963,0.7481504170336495,0.32747776092156855,0.32747776092156855,0.13310889769676168,5.115236945130164e-08
