epoch,composite training loss,activity training loss (cross entropy),time till next event training loss (MAE),TTNE - standardized MAE validation,TTNE - minutes MAE validation,Activity suffix: 1-DL (validation),(complete) remaining runtime training loss (MAE),RRT - standardized MAE validation,RRT - mintues MAE validation,Outcome Prediction (MCO) training loss (CE),Multi-Class Outcome - CE validation,Multi-Class Outcome - Accuracy,Multi-Class Outcome - Macro-F1 score,Multi-Class Outcome - Weighted-F1 score,Multi-Class Outcome - Macro-Precision,Multi-Class Outcome - Weighted-Precision,Multi-Class Outcome - Macro-Recall,Multi-Class Outcome - Weighted-Recall,ltn_ax2_term,ltn_ax2_contrib,ltn_ax2_residual_mass,ltn_ax2_min_survival
0,2.969721137154737,1.0678942027397058,0.33216683866356955,0.27237014066484033,1500.118633640926,0.6409268853964303,0.5830661476584229,0.5028388610217338,8624.223797960174,0.7673431941523001,0.6578165788914522,0.7275994313609428,0.5412882109569958,0.6851038342120448,0.8151604000909293,0.7712819753404556,0.5728193364309698,0.7275994313609428,0.4385014973889441,0.21925074869447206,0.2787413149521019,2.2749611161998473e-05
1,2.0071409280307195,0.4145364808083991,0.2633358417685039,0.27043465331319816,1518.128541363121,0.7055324945361826,0.5110615485694987,0.48794595682256253,8289.152145054233,0.6538379651731288,0.6315865204020459,0.7254839951258701,0.5493894017443991,0.6859131982247461,0.7829024077419332,0.7602593220558401,0.5763536489358457,0.7254839951258701,0.3287381896164996,0.1643690948082498,0.1851481152918829,1.4928649250123271e-07
2,1.882331011387018,0.3378550279334452,0.24952910725887006,0.2690790147674842,1515.6539420430631,0.7185147523069452,0.49523105952866686,0.4779441059069937,8184.253067832281,0.6408981480938796,0.6295151194071759,0.7360475664962228,0.567654685061163,0.6993999761286592,0.7721520338820201,0.7601462217951723,0.5879319960762005,0.7360475664962228,0.3176353345432225,0.15881766727161126,0.1653097937236259,2.907691509790311e-07
3,1.8282404248354702,0.30815650876501255,0.23773310372065862,0.24641134624286667,1369.4730775457342,0.7299758444253885,0.48909319529431106,0.4728174492130585,8095.630111704711,0.6361434906500684,0.6267723613366623,0.7374965221809042,0.6100676039534799,0.7140152193235099,0.7151772630245117,0.7460785293956911,0.6129397616825342,0.7374965221809042,0.3142282455806901,0.15711412279034506,0.15951391901357992,1.59041888991851e-07
4,1.78670558060062,0.2905856114894857,0.22416353024013297,0.23355053627936803,1310.6243160110087,0.7319983342945605,0.48432950552045945,0.4723468945407358,8082.7068156062805,0.6318184383345778,0.6211185909232334,0.7374819283610184,0.6125094397882992,0.7148715784699041,0.7119953108235236,0.7446369980387187,0.6143380820595201,0.7374819283610184,0.31161699377926144,0.15580849688963072,0.15480455525836648,7.069143066473771e-07
5,1.753252304252788,0.27864034702042506,0.20817116029648738,0.2224276868274572,1245.7242026873887,0.7352072598576372,0.48420585085742573,0.47376863721390844,8097.255237170148,0.6275497747904802,0.6346063822319694,0.7352218052636502,0.6011420387034939,0.7094534902472626,0.7204721597952867,0.7455939565308176,0.6065838329043257,0.7352218052636502,0.30937034583832385,0.15468517291916192,0.15091735971044506,2.26572964834304e-07
6,1.7195479147709334,0.27085189807873505,0.19190262358349103,0.218258961941097,1231.806896551724,0.7372504999013477,0.4810400048392059,0.4703094349027896,8068.583713776914,0.6219885860233617,0.6158600816916586,0.742248975949658,0.6372860349289845,0.7260978029505915,0.7065261565150097,0.7491256204128065,0.6338078292827651,0.742248975949658,0.30752960808531066,0.15376480404265533,0.14848713766364657,1.6089028775922998e-08
7,1.694492635818628,0.26369304820542505,0.1854097315677877,0.21920039735991378,1185.5914521612433,0.7364789491257893,0.47924671229526133,0.47276053444860977,8085.029237493929,0.6148331526159887,0.6045839625576737,0.7461491751934242,0.6371129457053932,0.7292834861018785,0.7048313012320975,0.749586284588548,0.6340956019857887,0.7461491751934242,0.30261998429629927,0.15130999214814964,0.14513936686775916,2.5890844312925765e-07
8,1.678199615351547,0.25721581319909126,0.18239634495074228,0.2150840666642636,1209.07547353084,0.7401603265200036,0.4787567616743449,0.472922207951372,8124.252938319573,0.6112673354704352,0.6152182491500728,0.7464903298250611,0.6410061032789773,0.7306380711235175,0.7055578385503732,0.750976236170229,0.6374042060868175,0.7464903298250611,0.29712672487518493,0.14856336243759247,0.14221375340254172,3.710244911303562e-08
9,1.6616690713449342,0.2520942628912672,0.17962365630000124,0.21297593786046018,1190.3637364416384,0.7408058348067933,0.47667912878757396,0.46750128413937286,8042.235648372996,0.6062862671382682,0.6041237236864072,0.7473823693241554,0.6468027849584933,0.7332235595775548,0.70324240621158,0.7514082901483329,0.6424604963833634,0.7473823693241554,0.2939715143403358,0.1469857571701679,0.1398599667849361,9.145657742237745e-08
10,1.651287173202052,0.2484676310649285,0.177614427083475,0.20821993856999757,1174.6395985106037,0.7409469952798688,0.47524208665864004,0.4640315585254523,7966.860288165776,0.6042240831626238,0.6097742926443358,0.748384810157998,0.6482023496582966,0.7342565582571069,0.7058993366569762,0.7527908356673932,0.6435243801994063,0.748384810157998,0.2914778899687987,0.14573894498439935,0.1388584456555325,1.6050002216161374e-07
11,1.6454190676205256,0.2451966909041419,0.17576240283607908,0.2118591486452389,1167.3817063299334,0.7420931163489558,0.4756343883170179,0.4666972148760017,8000.467281852032,0.603623114239711,0.6015511170471103,0.7492188689751607,0.6290409910781515,0.7284421166210763,0.7227745204064385,0.7533945044265401,0.6270856547941582,0.7492188689751607,0.29040494570012626,0.14520247285006313,0.13746518789399306,1.5124806296284987e-08
