epoch,composite training loss,activity training loss (cross entropy),time till next event training loss (MAE),TTNE - standardized MAE validation,TTNE - minutes MAE validation,Activity suffix: 1-DL (validation),(complete) remaining runtime training loss (MAE),RRT - standardized MAE validation,RRT - mintues MAE validation,Outcome Prediction (MCO) training loss (CE),Multi-Class Outcome - CE validation,Multi-Class Outcome - Accuracy,Multi-Class Outcome - Macro-F1 score,Multi-Class Outcome - Weighted-F1 score,Multi-Class Outcome - Macro-Precision,Multi-Class Outcome - Weighted-Precision,Multi-Class Outcome - Macro-Recall,Multi-Class Outcome - Weighted-Recall,ltn_ax2_term,ltn_ax2_contrib,ltn_ax2_residual_mass,ltn_ax2_min_survival
0,2.9804956726068577,1.0679303579605544,0.33230544272920437,0.2746999406189291,1539.1676218228915,0.6317442810147523,0.586931903179757,0.513411193521582,8755.806119475474,0.7778600394593541,0.6589976788261899,0.7244034983157229,0.5431057583844285,0.6847428447253623,0.8099765989923308,0.7657961427189616,0.5706812319431486,0.7244034983157229,0.43093585341992463,0.21546792670996232,0.2738857699018082,1.4539794392476324e-05
1,2.026700222280604,0.42737596263811434,0.2646980250265295,0.26743903954437837,1499.4219847822567,0.6888635236120386,0.5141167765670627,0.49791016099289703,8549.443160110086,0.6523728844593968,0.6528204111522584,0.7251208451863281,0.5502560910217444,0.6876374207427407,0.7443598101013835,0.7444929081027354,0.5749614141999436,0.7251208451863281,0.3362731454816796,0.1681365727408398,0.22305125767398162,1.6433657947345637e-05
2,1.902729514082508,0.3485122948510231,0.25074126517411166,0.2622019326356848,1469.3325562570826,0.7081694860027623,0.5022763222588237,0.4861501181455652,8297.288651448924,0.6396277666576868,0.6489261369672779,0.7272257621009259,0.5827013026079779,0.6998190187570548,0.6907242544765405,0.7307970706103667,0.5930044245924609,0.7272257621009259,0.32314373028172544,0.16157186514086272,0.19436527591904063,1.103890440390387e-06
3,1.8391456056452362,0.31572784503271595,0.24107474715796096,0.2591489298127125,1453.1924235065565,0.7202153180397037,0.4951207592818864,0.48312284553902074,8302.477448599644,0.6302637265851865,0.6261931943221831,0.7340917062653222,0.6014097700352913,0.711219446669271,0.6812396761249997,0.7328841798364077,0.6063797019366263,0.7340917062653222,0.31391705885617693,0.15695852942808847,0.18004445577888975,8.810260396785452e-07
4,1.7876135861203515,0.29628790642779607,0.2330332366011199,0.25486633093279504,1443.4550105229075,0.7280948114603569,0.48909313147942696,0.48595616329984215,8296.77267281852,0.6196432393815743,0.6508269715274405,0.7360531049912894,0.5516401507778034,0.6958965373024493,0.8141581273236035,0.7737782320938581,0.5790731312550058,0.7360531049912894,0.29911214562915484,0.14955607281457742,0.16927816786599406,2.1384435910931643e-07
5,1.7495345405396625,0.282830846556545,0.22528943251928635,0.263226428038869,1486.1452485025095,0.7311444942554031,0.4844676514304954,0.4754462295391422,8149.519831633478,0.6119939763120998,0.6224175518493504,0.7363255410217182,0.6192823121760733,0.7188072416794447,0.6770363755116972,0.7357088106848669,0.6198244488856749,0.7363255410217182,0.28990526241663644,0.14495263120831822,0.16331221373233745,3.444692708853836e-07
6,1.7225892093230988,0.2723940834403038,0.2136082908237827,0.22733262790644732,1285.7328800388539,0.73836875645034,0.4816521004988597,0.4723339405032024,8117.7384490853165,0.6105691662950982,0.6165968907464182,0.7396879830708633,0.6296384769203421,0.7239929416541493,0.6851339951970679,0.7402239326868334,0.6277941531106781,0.7396879830708633,0.28873113401719097,0.14436556700859549,0.16007274122545,1.4961750594011392e-07
7,1.694831367163263,0.2630649090210009,0.1989017739098453,0.21219279663026652,1195.8756677999029,0.739081021012931,0.4815736060311808,0.4794815752678788,8242.55554476283,0.6084568757100923,0.6184124717323336,0.7369234789252591,0.586638910814158,0.7085538840653237,0.6900879142555126,0.7332838769648196,0.5970768147265461,0.7369234789252591,0.2856684068339111,0.14283420341695555,0.15574925163066422,4.229288208534854e-08
8,1.672154805363988,0.25629670002095445,0.18773391093375416,0.20969213381040552,1182.297814473045,0.7408540344979359,0.47973021737040855,0.4737979246031144,8118.838789056176,0.6061537345132885,0.6250977036789703,0.7363165979152582,0.5940283219881798,0.7106665280229606,0.6820834274871445,0.73186383300346,0.6016148834336051,0.7363165979152582,0.2844804888646278,0.1422402444323139,0.14807581400619985,2.1223935675607208e-07
9,1.6581585016652678,0.2514798124623898,0.18311332046059814,0.20862652341852841,1178.485866925692,0.7434984367411365,0.47793661593597314,0.476965171958475,8192.616998542982,0.6047055547142169,0.6169460865407965,0.737693773317613,0.588233511663149,0.7097697896760161,0.6881861707263752,0.7312436726781145,0.5972787132190706,0.737693773317613,0.28184639362717523,0.14092319681358761,0.1430509202568048,8.760064673651868e-08
