epoch,composite training loss,activity training loss (cross entropy),time till next event training loss (MAE),TTNE - standardized MAE validation,TTNE - minutes MAE validation,Activity suffix: 1-DL (validation),(complete) remaining runtime training loss (MAE),RRT - standardized MAE validation,RRT - mintues MAE validation
0,2.4542328167858543,1.1360622548197503,0.41242261132850166,0.5470363251396237,20164.467332941407,0.8033944589120371,0.4528739773274215,0.4028090668173133,21980.31150303743
1,1.518443244751718,0.5413717307547417,0.3009672176595018,0.5163522907595716,19000.645581030767,0.8210514523855452,0.3380521481220251,0.38274306847304895,20824.318244170096
2,1.3848741923380048,0.47154692067621645,0.28242400026994063,0.5033081341742909,18443.179619831473,0.838363620549493,0.3154516376111201,0.37540306167557685,20453.939721732317
3,1.306188606543227,0.4319509493893591,0.27203172286476085,0.4895130765220826,18046.33196159122,0.8417617824763007,0.3011029659533949,0.36523997258046736,19881.39996080737
4,1.2574267140750228,0.40700224980852073,0.2631365838562807,0.4858584305877058,17785.995061728394,0.8484142198063639,0.29364394046202724,0.35876220846652707,19505.16825396825
5,1.2139956848374729,0.3860676332514114,0.2554240975307073,0.4796745035663764,17680.978875171466,0.8498640649112654,0.2862519768525067,0.3579040922044937,19491.98949637468
6,1.1856263258427289,0.371309364874348,0.24958662354740604,0.46650601610725306,17058.971115030374,0.8432261238793357,0.2823651702519868,0.3527569375551146,19212.41120909269
7,1.1559564400242415,0.3551397805910873,0.24498510290649617,0.45673299943048207,16799.622496570646,0.8387197845476926,0.27791577829836306,0.35388520883855085,19270.235704487553
8,1.135723715572148,0.3435682759716593,0.2415663168815236,0.4556812284134333,16744.438016852833,0.8414054749503969,0.27529455770426037,0.35131233121141975,19161.431941994906
9,1.115838327284517,0.33629052775406915,0.23810334585396847,0.44755447450488683,16476.154732510287,0.8525613092941652,0.2707222273871069,0.34955199980020946,19041.054752106604
10,1.1048269836132802,0.3296973975988391,0.23642821308680836,0.4450250857721561,16349.958220654516,0.8552899144804527,0.2693506863703922,0.3585725366053057,19519.90844601215
